task,H,B,query_ordinal,condition,mode,record_id,success,primitive_steps,decisions,predictor_calls,prediction_blocks,optimizer_seed,prelude,elapsed_seconds
tworoom,25,50,74,clean,released_raw,ap-fresh-tworoom-074,True,22,1,150,45000,28165351,"{'initial_success': False, 'success': False, 'terminal_without_success': False, 'category': 'policy_entered', 'primitive_steps': 0}",5.4108
tworoom,25,50,74,prefix_a,released_raw,ap-fresh-tworoom-074,True,23,1,150,45000,28165351,"{'initial_success': False, 'success': False, 'terminal_without_success': False, 'category': 'policy_entered', 'primitive_steps': 5}",5.5913
tworoom,25,50,74,prefix_b,released_raw,ap-fresh-tworoom-074,True,20,1,150,45000,28165351,"{'initial_success': False, 'success': False, 'terminal_without_success': False, 'category': 'policy_entered', 'primitive_steps': 5}",5.7875
tworoom,25,50,75,clean,released_raw,ap-fresh-tworoom-075,True,7,1,150,45000,28166351,"{'initial_success': False, 'success': False, 'terminal_without_success': False, 'category': 'policy_entered', 'primitive_steps': 0}",5.6947
tworoom,25,50,75,prefix_a,released_raw,ap-fresh-tworoom-075,True,1,1,150,45000,28166351,"{'initial_success': False, 'success': False, 'terminal_without_success': False, 'category': 'policy_entered', 'primitive_steps': 5}",5.8967
tworoom,25,50,75,prefix_b,released_raw,ap-fresh-tworoom-075,True,0,0,0,0,28166351,"{'initial_success': False, 'success': True, 'terminal_without_success': False, 'category': 'prelude_success', 'primitive_steps': 3}",0.0058
tworoom,25,50,76,clean,released_raw,ap-fresh-tworoom-076,True,25,1,150,45000,28167351,"{'initial_success': False, 'success': False, 'terminal_without_success': False, 'category': 'policy_entered', 'primitive_steps': 0}",5.7865
tworoom,25,50,76,prefix_a,released_raw,ap-fresh-tworoom-076,True,19,1,150,45000,28167351,"{'initial_success': False, 'success': False, 'terminal_without_success': False, 'category': 'policy_entered', 'primitive_steps': 5}",5.7423
tworoom,25,50,76,prefix_b,released_raw,ap-fresh-tworoom-076,True,24,1,150,45000,28167351,"{'initial_success': False, 'success': False, 'terminal_without_success': False, 'category': 'policy_entered', 'primitive_steps': 5}",5.8352
tworoom,25,50,77,clean,released_raw,ap-fresh-tworoom-077,False,50,2,300,90000,28168351,"{'initial_success': False, 'success': False, 'terminal_without_success': False, 'category': 'policy_entered', 'primitive_steps': 0}",12.4223
tworoom,25,50,77,prefix_a,released_raw,ap-fresh-tworoom-077,False,50,2,300,90000,28168351,"{'initial_success': False, 'success': False, 'terminal_without_success': False, 'category': 'policy_entered', 'primitive_steps': 5}",11.7134
tworoom,25,50,77,prefix_b,released_raw,ap-fresh-tworoom-077,False,50,2,300,90000,28168351,"{'initial_success': False, 'success': False, 'terminal_without_success': False, 'category': 'policy_entered', 'primitive_steps': 5}",11.6207
tworoom,25,50,78,clean,released_raw,ap-fresh-tworoom-078,True,22,1,150,45000,28169351,"{'initial_success': False, 'success': False, 'terminal_without_success': False, 'category': 'policy_entered', 'primitive_steps': 0}",5.0718
tworoom,25,50,78,prefix_a,released_raw,ap-fresh-tworoom-078,True,21,1,150,45000,28169351,"{'initial_success': False, 'success': False, 'terminal_without_success': False, 'category': 'policy_entered', 'primitive_steps': 5}",5.2056
tworoom,25,50,78,prefix_b,released_raw,ap-fresh-tworoom-078,True,20,1,150,45000,28169351,"{'initial_success': False, 'success': False, 'terminal_without_success': False, 'category': 'policy_entered', 'primitive_steps': 5}",5.2226
tworoom,25,50,79,clean,released_raw,ap-fresh-tworoom-079,True,0,0,0,0,28170351,"{'initial_success': True, 'success': True, 'terminal_without_success': False, 'category': 'initial_success', 'primitive_steps': 0}",0.0051
tworoom,25,50,79,prefix_a,released_raw,ap-fresh-tworoom-079,True,0,0,0,0,28170351,"{'initial_success': True, 'success': True, 'terminal_without_success': False, 'category': 'initial_success', 'primitive_steps': 0}",0.0053
tworoom,25,50,79,prefix_b,released_raw,ap-fresh-tworoom-079,True,0,0,0,0,28170351,"{'initial_success': True, 'success': True, 'terminal_without_success': False, 'category': 'initial_success', 'primitive_steps': 0}",0.007
tworoom,25,50,80,clean,released_raw,ap-fresh-tworoom-080,True,24,1,150,45000,28171351,"{'initial_success': False, 'success': False, 'terminal_without_success': False, 'category': 'policy_entered', 'primitive_steps': 0}",5.1493
tworoom,25,50,80,prefix_a,released_raw,ap-fresh-tworoom-080,False,50,2,300,90000,28171351,"{'initial_success': False, 'success': False, 'terminal_without_success': False, 'category': 'policy_entered', 'primitive_steps': 5}",10.2081
tworoom,25,50,80,prefix_b,released_raw,ap-fresh-tworoom-080,True,24,1,150,45000,28171351,"{'initial_success': False, 'success': False, 'terminal_without_success': False, 'category': 'policy_entered', 'primitive_steps': 5}",5.0729
tworoom,25,50,81,clean,released_raw,ap-fresh-tworoom-081,False,50,2,300,90000,28172351,"{'initial_success': False, 'success': False, 'terminal_without_success': False, 'category': 'policy_entered', 'primitive_steps': 0}",9.9961
tworoom,25,50,81,prefix_a,released_raw,ap-fresh-tworoom-081,False,50,2,300,90000,28172351,"{'initial_success': False, 'success': False, 'terminal_without_success': False, 'category': 'policy_entered', 'primitive_steps': 5}",9.9105
tworoom,25,50,81,prefix_b,released_raw,ap-fresh-tworoom-081,False,50,2,300,90000,28172351,"{'initial_success': False, 'success': False, 'terminal_without_success': False, 'category': 'policy_entered', 'primitive_steps': 5}",9.9353
tworoom,25,50,82,clean,released_raw,ap-fresh-tworoom-082,True,22,1,150,45000,28173351,"{'initial_success': False, 'success': False, 'terminal_without_success': False, 'category': 'policy_entered', 'primitive_steps': 0}",5.0369
tworoom,25,50,82,prefix_a,released_raw,ap-fresh-tworoom-082,True,22,1,150,45000,28173351,"{'initial_success': False, 'success': False, 'terminal_without_success': False, 'category': 'policy_entered', 'primitive_steps': 5}",5.0531
tworoom,25,50,82,prefix_b,released_raw,ap-fresh-tworoom-082,True,18,1,150,45000,28173351,"{'initial_success': False, 'success': False, 'terminal_without_success': False, 'category': 'policy_entered', 'primitive_steps': 5}",5.0113
tworoom,25,50,83,clean,released_raw,ap-fresh-tworoom-083,True,0,0,0,0,28174351,"{'initial_success': True, 'success': True, 'terminal_without_success': False, 'category': 'initial_success', 'primitive_steps': 0}",0.0052
tworoom,25,50,83,prefix_a,released_raw,ap-fresh-tworoom-083,True,0,0,0,0,28174351,"{'initial_success': True, 'success': True, 'terminal_without_success': False, 'category': 'initial_success', 'primitive_steps': 0}",0.0049
tworoom,25,50,83,prefix_b,released_raw,ap-fresh-tworoom-083,True,0,0,0,0,28174351,"{'initial_success': True, 'success': True, 'terminal_without_success': False, 'category': 'initial_success', 'primitive_steps': 0}",0.0047
tworoom,25,50,84,clean,released_raw,ap-fresh-tworoom-084,True,19,1,150,45000,28175351,"{'initial_success': False, 'success': False, 'terminal_without_success': False, 'category': 'policy_entered', 'primitive_steps': 0}",5.0897
tworoom,25,50,84,prefix_a,released_raw,ap-fresh-tworoom-084,True,22,1,150,45000,28175351,"{'initial_success': False, 'success': False, 'terminal_without_success': False, 'category': 'policy_entered', 'primitive_steps': 5}",5.1662
tworoom,25,50,84,prefix_b,released_raw,ap-fresh-tworoom-084,True,19,1,150,45000,28175351,"{'initial_success': False, 'success': False, 'terminal_without_success': False, 'category': 'policy_entered', 'primitive_steps': 5}",5.2279
tworoom,25,50,85,clean,released_raw,ap-fresh-tworoom-085,False,50,2,300,90000,28176351,"{'initial_success': False, 'success': False, 'terminal_without_success': False, 'category': 'policy_entered', 'primitive_steps': 0}",10.4857
tworoom,25,50,85,prefix_a,released_raw,ap-fresh-tworoom-085,False,50,2,300,90000,28176351,"{'initial_success': False, 'success': False, 'terminal_without_success': False, 'category': 'policy_entered', 'primitive_steps': 5}",10.2741
tworoom,25,50,85,prefix_b,released_raw,ap-fresh-tworoom-085,False,50,2,300,90000,28176351,"{'initial_success': False, 'success': False, 'terminal_without_success': False, 'category': 'policy_entered', 'primitive_steps': 5}",10.4252
tworoom,25,50,86,clean,released_raw,ap-fresh-tworoom-086,True,20,1,150,45000,28177351,"{'initial_success': False, 'success': False, 'terminal_without_success': False, 'category': 'policy_entered', 'primitive_steps': 0}",5.1877
tworoom,25,50,86,prefix_a,released_raw,ap-fresh-tworoom-086,True,24,1,150,45000,28177351,"{'initial_success': False, 'success': False, 'terminal_without_success': False, 'category': 'policy_entered', 'primitive_steps': 5}",5.3226
tworoom,25,50,86,prefix_b,released_raw,ap-fresh-tworoom-086,True,19,1,150,45000,28177351,"{'initial_success': False, 'success': False, 'terminal_without_success': False, 'category': 'policy_entered', 'primitive_steps': 5}",5.2097
tworoom,25,50,87,clean,released_raw,ap-fresh-tworoom-087,True,13,1,150,45000,28178351,"{'initial_success': False, 'success': False, 'terminal_without_success': False, 'category': 'policy_entered', 'primitive_steps': 0}",5.1587
tworoom,25,50,87,prefix_a,released_raw,ap-fresh-tworoom-087,True,13,1,150,45000,28178351,"{'initial_success': False, 'success': False, 'terminal_without_success': False, 'category': 'policy_entered', 'primitive_steps': 5}",5.374
tworoom,25,50,87,prefix_b,released_raw,ap-fresh-tworoom-087,True,10,1,150,45000,28178351,"{'initial_success': False, 'success': False, 'terminal_without_success': False, 'category': 'policy_entered', 'primitive_steps': 5}",5.3363
tworoom,25,50,88,clean,released_raw,ap-fresh-tworoom-088,True,14,1,150,45000,28179351,"{'initial_success': False, 'success': False, 'terminal_without_success': False, 'category': 'policy_entered', 'primitive_steps': 0}",5.2264
tworoom,25,50,88,prefix_a,released_raw,ap-fresh-tworoom-088,True,17,1,150,45000,28179351,"{'initial_success': False, 'success': False, 'terminal_without_success': False, 'category': 'policy_entered', 'primitive_steps': 5}",5.2521
tworoom,25,50,88,prefix_b,released_raw,ap-fresh-tworoom-088,True,14,1,150,45000,28179351,"{'initial_success': False, 'success': False, 'terminal_without_success': False, 'category': 'policy_entered', 'primitive_steps': 5}",5.2367
tworoom,25,50,89,clean,released_raw,ap-fresh-tworoom-089,True,24,1,150,45000,28180351,"{'initial_success': False, 'success': False, 'terminal_without_success': False, 'category': 'policy_entered', 'primitive_steps': 0}",5.8286
tworoom,25,50,89,prefix_a,released_raw,ap-fresh-tworoom-089,True,24,1,150,45000,28180351,"{'initial_success': False, 'success': False, 'terminal_without_success': False, 'category': 'policy_entered', 'primitive_steps': 5}",5.8009
tworoom,25,50,89,prefix_b,released_raw,ap-fresh-tworoom-089,True,25,1,150,45000,28180351,"{'initial_success': False, 'success': False, 'terminal_without_success': False, 'category': 'policy_entered', 'primitive_steps': 5}",5.7923
tworoom,25,50,90,clean,released_raw,ap-fresh-tworoom-090,True,25,1,150,45000,28181351,"{'initial_success': False, 'success': False, 'terminal_without_success': False, 'category': 'policy_entered', 'primitive_steps': 0}",5.7915
tworoom,25,50,90,prefix_a,released_raw,ap-fresh-tworoom-090,True,25,1,150,45000,28181351,"{'initial_success': False, 'success': False, 'terminal_without_success': False, 'category': 'policy_entered', 'primitive_steps': 5}",5.8119
tworoom,25,50,90,prefix_b,released_raw,ap-fresh-tworoom-090,True,24,1,150,45000,28181351,"{'initial_success': False, 'success': False, 'terminal_without_success': False, 'category': 'policy_entered', 'primitive_steps': 5}",5.8061
tworoom,25,50,91,clean,released_raw,ap-fresh-tworoom-091,False,50,2,300,90000,28182351,"{'initial_success': False, 'success': False, 'terminal_without_success': False, 'category': 'policy_entered', 'primitive_steps': 0}",11.6958
tworoom,25,50,91,prefix_a,released_raw,ap-fresh-tworoom-091,False,50,2,300,90000,28182351,"{'initial_success': False, 'success': False, 'terminal_without_success': False, 'category': 'policy_entered', 'primitive_steps': 5}",11.4397
tworoom,25,50,91,prefix_b,released_raw,ap-fresh-tworoom-091,True,16,1,150,45000,28182351,"{'initial_success': False, 'success': False, 'terminal_without_success': False, 'category': 'policy_entered', 'primitive_steps': 5}",5.7754
tworoom,25,50,92,clean,released_raw,ap-fresh-tworoom-092,True,23,1,150,45000,28183351,"{'initial_success': False, 'success': False, 'terminal_without_success': False, 'category': 'policy_entered', 'primitive_steps': 0}",5.835
tworoom,25,50,92,prefix_a,released_raw,ap-fresh-tworoom-092,True,29,2,300,90000,28183351,"{'initial_success': False, 'success': False, 'terminal_without_success': False, 'category': 'policy_entered', 'primitive_steps': 5}",11.6139
tworoom,25,50,92,prefix_b,released_raw,ap-fresh-tworoom-092,True,24,1,150,45000,28183351,"{'initial_success': False, 'success': False, 'terminal_without_success': False, 'category': 'policy_entered', 'primitive_steps': 5}",5.7391
tworoom,25,50,93,clean,released_raw,ap-fresh-tworoom-093,True,23,1,150,45000,28184351,"{'initial_success': False, 'success': False, 'terminal_without_success': False, 'category': 'policy_entered', 'primitive_steps': 0}",5.7524
tworoom,25,50,93,prefix_a,released_raw,ap-fresh-tworoom-093,True,49,2,300,90000,28184351,"{'initial_success': False, 'success': False, 'terminal_without_success': False, 'category': 'policy_entered', 'primitive_steps': 5}",11.5749
tworoom,25,50,93,prefix_b,released_raw,ap-fresh-tworoom-093,True,23,1,150,45000,28184351,"{'initial_success': False, 'success': False, 'terminal_without_success': False, 'category': 'policy_entered', 'primitive_steps': 5}",5.8099
tworoom,25,50,94,clean,released_raw,ap-fresh-tworoom-094,True,23,1,150,45000,28185351,"{'initial_success': False, 'success': False, 'terminal_without_success': False, 'category': 'policy_entered', 'primitive_steps': 0}",5.8644
tworoom,25,50,94,prefix_a,released_raw,ap-fresh-tworoom-094,True,23,1,150,45000,28185351,"{'initial_success': False, 'success': False, 'terminal_without_success': False, 'category': 'policy_entered', 'primitive_steps': 5}",5.8529
tworoom,25,50,94,prefix_b,released_raw,ap-fresh-tworoom-094,True,24,1,150,45000,28185351,"{'initial_success': False, 'success': False, 'terminal_without_success': False, 'category': 'policy_entered', 'primitive_steps': 5}",5.8803
tworoom,25,50,95,clean,released_raw,ap-fresh-tworoom-095,True,5,1,150,45000,28186351,"{'initial_success': False, 'success': False, 'terminal_without_success': False, 'category': 'policy_entered', 'primitive_steps': 0}",5.9917
tworoom,25,50,95,prefix_a,released_raw,ap-fresh-tworoom-095,True,5,1,150,45000,28186351,"{'initial_success': False, 'success': False, 'terminal_without_success': False, 'category': 'policy_entered', 'primitive_steps': 5}",5.8443
tworoom,25,50,95,prefix_b,released_raw,ap-fresh-tworoom-095,True,0,0,0,0,28186351,"{'initial_success': False, 'success': True, 'terminal_without_success': False, 'category': 'prelude_success', 'primitive_steps': 2}",0.0054
tworoom,25,50,96,clean,released_raw,ap-fresh-tworoom-096,False,50,2,300,90000,28187351,"{'initial_success': False, 'success': False, 'terminal_without_success': False, 'category': 'policy_entered', 'primitive_steps': 0}",11.6782
tworoom,25,50,96,prefix_a,released_raw,ap-fresh-tworoom-096,False,50,2,300,90000,28187351,"{'initial_success': False, 'success': False, 'terminal_without_success': False, 'category': 'policy_entered', 'primitive_steps': 5}",10.5768
tworoom,25,50,96,prefix_b,released_raw,ap-fresh-tworoom-096,False,50,2,300,90000,28187351,"{'initial_success': False, 'success': False, 'terminal_without_success': False, 'category': 'policy_entered', 'primitive_steps': 5}",10.2455
tworoom,25,50,97,clean,released_raw,ap-fresh-tworoom-097,True,5,1,150,45000,28188351,"{'initial_success': False, 'success': False, 'terminal_without_success': False, 'category': 'policy_entered', 'primitive_steps': 0}",5.1706
tworoom,25,50,97,prefix_a,released_raw,ap-fresh-tworoom-097,True,0,0,0,0,28188351,"{'initial_success': False, 'success': True, 'terminal_without_success': False, 'category': 'prelude_success', 'primitive_steps': 5}",0.005
tworoom,25,50,97,prefix_b,released_raw,ap-fresh-tworoom-097,True,0,0,0,0,28188351,"{'initial_success': False, 'success': True, 'terminal_without_success': False, 'category': 'prelude_success', 'primitive_steps': 1}",0.0051
tworoom,25,50,98,clean,released_raw,ap-fresh-tworoom-098,True,20,1,150,45000,28189351,"{'initial_success': False, 'success': False, 'terminal_without_success': False, 'category': 'policy_entered', 'primitive_steps': 0}",5.0663
tworoom,25,50,98,prefix_a,released_raw,ap-fresh-tworoom-098,True,19,1,150,45000,28189351,"{'initial_success': False, 'success': False, 'terminal_without_success': False, 'category': 'policy_entered', 'primitive_steps': 5}",5.0778
tworoom,25,50,98,prefix_b,released_raw,ap-fresh-tworoom-098,True,23,1,150,45000,28189351,"{'initial_success': False, 'success': False, 'terminal_without_success': False, 'category': 'policy_entered', 'primitive_steps': 5}",5.0763
tworoom,25,50,99,clean,released_raw,ap-fresh-tworoom-099,False,50,2,300,90000,28190351,"{'initial_success': False, 'success': False, 'terminal_without_success': False, 'category': 'policy_entered', 'primitive_steps': 0}",10.3892
tworoom,25,50,99,prefix_a,released_raw,ap-fresh-tworoom-099,False,50,2,300,90000,28190351,"{'initial_success': False, 'success': False, 'terminal_without_success': False, 'category': 'policy_entered', 'primitive_steps': 5}",10.2496
tworoom,25,50,99,prefix_b,released_raw,ap-fresh-tworoom-099,False,50,2,300,90000,28190351,"{'initial_success': False, 'success': False, 'terminal_without_success': False, 'category': 'policy_entered', 'primitive_steps': 5}",10.2653
tworoom,25,50,100,clean,released_raw,ap-fresh-tworoom-100,True,10,1,150,45000,28191351,"{'initial_success': False, 'success': False, 'terminal_without_success': False, 'category': 'policy_entered', 'primitive_steps': 0}",5.0571
tworoom,25,50,100,prefix_a,released_raw,ap-fresh-tworoom-100,True,8,1,150,45000,28191351,"{'initial_success': False, 'success': False, 'terminal_without_success': False, 'category': 'policy_entered', 'primitive_steps': 5}",5.122
tworoom,25,50,100,prefix_b,released_raw,ap-fresh-tworoom-100,True,2,1,150,45000,28191351,"{'initial_success': False, 'success': False, 'terminal_without_success': False, 'category': 'policy_entered', 'primitive_steps': 5}",5.1307
tworoom,25,50,101,clean,released_raw,ap-fresh-tworoom-101,True,25,1,150,45000,28192351,"{'initial_success': False, 'success': False, 'terminal_without_success': False, 'category': 'policy_entered', 'primitive_steps': 0}",5.177
tworoom,25,50,101,prefix_a,released_raw,ap-fresh-tworoom-101,True,24,1,150,45000,28192351,"{'initial_success': False, 'success': False, 'terminal_without_success': False, 'category': 'policy_entered', 'primitive_steps': 5}",5.1519
tworoom,25,50,101,prefix_b,released_raw,ap-fresh-tworoom-101,True,24,1,150,45000,28192351,"{'initial_success': False, 'success': False, 'terminal_without_success': False, 'category': 'policy_entered', 'primitive_steps': 5}",5.2161
tworoom,25,50,102,clean,released_raw,ap-fresh-tworoom-102,False,50,2,300,90000,28193351,"{'initial_success': False, 'success': False, 'terminal_without_success': False, 'category': 'policy_entered', 'primitive_steps': 0}",10.2897
tworoom,25,50,102,prefix_a,released_raw,ap-fresh-tworoom-102,False,50,2,300,90000,28193351,"{'initial_success': False, 'success': False, 'terminal_without_success': False, 'category': 'policy_entered', 'primitive_steps': 5}",10.355
tworoom,25,50,102,prefix_b,released_raw,ap-fresh-tworoom-102,False,50,2,300,90000,28193351,"{'initial_success': False, 'success': False, 'terminal_without_success': False, 'category': 'policy_entered', 'primitive_steps': 5}",10.4212
tworoom,25,50,103,clean,released_raw,ap-fresh-tworoom-103,True,25,1,150,45000,28194351,"{'initial_success': False, 'success': False, 'terminal_without_success': False, 'category': 'policy_entered', 'primitive_steps': 0}",5.2752
tworoom,25,50,103,prefix_a,released_raw,ap-fresh-tworoom-103,True,22,1,150,45000,28194351,"{'initial_success': False, 'success': False, 'terminal_without_success': False, 'category': 'policy_entered', 'primitive_steps': 5}",5.2483
tworoom,25,50,103,prefix_b,released_raw,ap-fresh-tworoom-103,True,3,1,150,45000,28194351,"{'initial_success': False, 'success': False, 'terminal_without_success': False, 'category': 'policy_entered', 'primitive_steps': 5}",5.2544
tworoom,25,50,104,clean,released_raw,ap-fresh-tworoom-104,True,13,1,150,45000,28195351,"{'initial_success': False, 'success': False, 'terminal_without_success': False, 'category': 'policy_entered', 'primitive_steps': 0}",5.2953
tworoom,25,50,104,prefix_a,released_raw,ap-fresh-tworoom-104,True,9,1,150,45000,28195351,"{'initial_success': False, 'success': False, 'terminal_without_success': False, 'category': 'policy_entered', 'primitive_steps': 5}",5.2125
tworoom,25,50,104,prefix_b,released_raw,ap-fresh-tworoom-104,True,16,1,150,45000,28195351,"{'initial_success': False, 'success': False, 'terminal_without_success': False, 'category': 'policy_entered', 'primitive_steps': 5}",5.3093
tworoom,25,50,105,clean,released_raw,ap-fresh-tworoom-105,True,0,0,0,0,28196351,"{'initial_success': True, 'success': True, 'terminal_without_success': False, 'category': 'initial_success', 'primitive_steps': 0}",0.0054
tworoom,25,50,105,prefix_a,released_raw,ap-fresh-tworoom-105,True,0,0,0,0,28196351,"{'initial_success': True, 'success': True, 'terminal_without_success': False, 'category': 'initial_success', 'primitive_steps': 0}",0.0051
tworoom,25,50,105,prefix_b,released_raw,ap-fresh-tworoom-105,True,0,0,0,0,28196351,"{'initial_success': True, 'success': True, 'terminal_without_success': False, 'category': 'initial_success', 'primitive_steps': 0}",0.0051
tworoom,25,50,106,clean,released_raw,ap-fresh-tworoom-106,False,50,2,300,90000,28197351,"{'initial_success': False, 'success': False, 'terminal_without_success': False, 'category': 'policy_entered', 'primitive_steps': 0}",10.414
tworoom,25,50,106,prefix_a,released_raw,ap-fresh-tworoom-106,False,50,2,300,90000,28197351,"{'initial_success': False, 'success': False, 'terminal_without_success': False, 'category': 'policy_entered', 'primitive_steps': 5}",10.3321
tworoom,25,50,106,prefix_b,released_raw,ap-fresh-tworoom-106,False,50,2,300,90000,28197351,"{'initial_success': False, 'success': False, 'terminal_without_success': False, 'category': 'policy_entered', 'primitive_steps': 5}",10.4296
tworoom,25,50,107,clean,released_raw,ap-fresh-tworoom-107,True,17,1,150,45000,28198351,"{'initial_success': False, 'success': False, 'terminal_without_success': False, 'category': 'policy_entered', 'primitive_steps': 0}",5.2311
tworoom,25,50,107,prefix_a,released_raw,ap-fresh-tworoom-107,True,23,1,150,45000,28198351,"{'initial_success': False, 'success': False, 'terminal_without_success': False, 'category': 'policy_entered', 'primitive_steps': 5}",5.2655
tworoom,25,50,107,prefix_b,released_raw,ap-fresh-tworoom-107,True,18,1,150,45000,28198351,"{'initial_success': False, 'success': False, 'terminal_without_success': False, 'category': 'policy_entered', 'primitive_steps': 5}",5.1563
tworoom,25,50,108,clean,released_raw,ap-fresh-tworoom-108,True,49,2,300,90000,28199351,"{'initial_success': False, 'success': False, 'terminal_without_success': False, 'category': 'policy_entered', 'primitive_steps': 0}",10.3394
tworoom,25,50,108,prefix_a,released_raw,ap-fresh-tworoom-108,True,49,2,300,90000,28199351,"{'initial_success': False, 'success': False, 'terminal_without_success': False, 'category': 'policy_entered', 'primitive_steps': 5}",10.3269
tworoom,25,50,108,prefix_b,released_raw,ap-fresh-tworoom-108,True,43,2,300,90000,28199351,"{'initial_success': False, 'success': False, 'terminal_without_success': False, 'category': 'policy_entered', 'primitive_steps': 5}",10.4053
tworoom,25,50,109,clean,released_raw,ap-fresh-tworoom-109,False,50,2,300,90000,28200351,"{'initial_success': False, 'success': False, 'terminal_without_success': False, 'category': 'policy_entered', 'primitive_steps': 0}",10.5482
tworoom,25,50,109,prefix_a,released_raw,ap-fresh-tworoom-109,False,50,2,300,90000,28200351,"{'initial_success': False, 'success': False, 'terminal_without_success': False, 'category': 'policy_entered', 'primitive_steps': 5}",10.6572
tworoom,25,50,109,prefix_b,released_raw,ap-fresh-tworoom-109,False,50,2,300,90000,28200351,"{'initial_success': False, 'success': False, 'terminal_without_success': False, 'category': 'policy_entered', 'primitive_steps': 5}",10.7034
tworoom,25,50,110,clean,released_raw,ap-fresh-tworoom-110,True,21,1,150,45000,28201351,"{'initial_success': False, 'success': False, 'terminal_without_success': False, 'category': 'policy_entered', 'primitive_steps': 0}",5.4352
tworoom,25,50,110,prefix_a,released_raw,ap-fresh-tworoom-110,True,8,1,150,45000,28201351,"{'initial_success': False, 'success': False, 'terminal_without_success': False, 'category': 'policy_entered', 'primitive_steps': 5}",5.3437
tworoom,25,50,110,prefix_b,released_raw,ap-fresh-tworoom-110,True,24,1,150,45000,28201351,"{'initial_success': False, 'success': False, 'terminal_without_success': False, 'category': 'policy_entered', 'primitive_steps': 5}",5.3507
tworoom,25,50,111,clean,released_raw,ap-fresh-tworoom-111,True,16,1,150,45000,28202351,"{'initial_success': False, 'success': False, 'terminal_without_success': False, 'category': 'policy_entered', 'primitive_steps': 0}",5.295
tworoom,25,50,111,prefix_a,released_raw,ap-fresh-tworoom-111,True,12,1,150,45000,28202351,"{'initial_success': False, 'success': False, 'terminal_without_success': False, 'category': 'policy_entered', 'primitive_steps': 5}",5.3662
tworoom,25,50,111,prefix_b,released_raw,ap-fresh-tworoom-111,True,20,1,150,45000,28202351,"{'initial_success': False, 'success': False, 'terminal_without_success': False, 'category': 'policy_entered', 'primitive_steps': 5}",5.3154
tworoom,25,50,112,clean,released_raw,ap-fresh-tworoom-112,True,19,1,150,45000,28203351,"{'initial_success': False, 'success': False, 'terminal_without_success': False, 'category': 'policy_entered', 'primitive_steps': 0}",5.3256
tworoom,25,50,112,prefix_a,released_raw,ap-fresh-tworoom-112,True,21,1,150,45000,28203351,"{'initial_success': False, 'success': False, 'terminal_without_success': False, 'category': 'policy_entered', 'primitive_steps': 5}",5.3656
tworoom,25,50,112,prefix_b,released_raw,ap-fresh-tworoom-112,True,23,1,150,45000,28203351,"{'initial_success': False, 'success': False, 'terminal_without_success': False, 'category': 'policy_entered', 'primitive_steps': 5}",5.3393
tworoom,25,50,113,clean,released_raw,ap-fresh-tworoom-113,True,10,1,150,45000,28204351,"{'initial_success': False, 'success': False, 'terminal_without_success': False, 'category': 'policy_entered', 'primitive_steps': 0}",5.3096
tworoom,25,50,113,prefix_a,released_raw,ap-fresh-tworoom-113,True,16,1,150,45000,28204351,"{'initial_success': False, 'success': False, 'terminal_without_success': False, 'category': 'policy_entered', 'primitive_steps': 5}",5.321
tworoom,25,50,113,prefix_b,released_raw,ap-fresh-tworoom-113,True,17,1,150,45000,28204351,"{'initial_success': False, 'success': False, 'terminal_without_success': False, 'category': 'policy_entered', 'primitive_steps': 5}",5.2965
tworoom,25,50,114,clean,released_raw,ap-fresh-tworoom-114,True,23,1,150,45000,28205351,"{'initial_success': False, 'success': False, 'terminal_without_success': False, 'category': 'policy_entered', 'primitive_steps': 0}",5.3008
tworoom,25,50,114,prefix_a,released_raw,ap-fresh-tworoom-114,True,16,1,150,45000,28205351,"{'initial_success': False, 'success': False, 'terminal_without_success': False, 'category': 'policy_entered', 'primitive_steps': 5}",5.2089
tworoom,25,50,114,prefix_b,released_raw,ap-fresh-tworoom-114,True,17,1,150,45000,28205351,"{'initial_success': False, 'success': False, 'terminal_without_success': False, 'category': 'policy_entered', 'primitive_steps': 5}",5.171
tworoom,25,50,115,clean,released_raw,ap-fresh-tworoom-115,True,22,1,150,45000,28206351,"{'initial_success': False, 'success': False, 'terminal_without_success': False, 'category': 'policy_entered', 'primitive_steps': 0}",5.1728
tworoom,25,50,115,prefix_a,released_raw,ap-fresh-tworoom-115,True,17,1,150,45000,28206351,"{'initial_success': False, 'success': False, 'terminal_without_success': False, 'category': 'policy_entered', 'primitive_steps': 5}",5.0841
tworoom,25,50,115,prefix_b,released_raw,ap-fresh-tworoom-115,True,24,1,150,45000,28206351,"{'initial_success': False, 'success': False, 'terminal_without_success': False, 'category': 'policy_entered', 'primitive_steps': 5}",5.0951
tworoom,25,50,116,clean,released_raw,ap-fresh-tworoom-116,True,12,1,150,45000,28207351,"{'initial_success': False, 'success': False, 'terminal_without_success': False, 'category': 'policy_entered', 'primitive_steps': 0}",6.176
tworoom,25,50,116,prefix_a,released_raw,ap-fresh-tworoom-116,False,50,2,300,90000,28207351,"{'initial_success': False, 'success': False, 'terminal_without_success': False, 'category': 'policy_entered', 'primitive_steps': 5}",13.1517
tworoom,25,50,116,prefix_b,released_raw,ap-fresh-tworoom-116,True,24,1,150,45000,28207351,"{'initial_success': False, 'success': False, 'terminal_without_success': False, 'category': 'policy_entered', 'primitive_steps': 5}",6.606
