task,query_ordinal,condition,selector,entered_policy,success,primitive_steps,first_candidate_rank
cube,22,clean,Simulator-Learned,1,1,41,5
cube,22,clean,Displacement-Observed,1,1,38,0
cube,22,prefix_a,Direct,1,1,41,0
cube,22,prefix_a,Predictor-Final,1,1,39,4
cube,22,prefix_a,Predictor-Observed,1,1,40,1
cube,22,prefix_a,Predictor-Learned,1,1,37,7
cube,22,prefix_a,Simulator-Final,1,1,41,0
cube,22,prefix_a,Simulator-Observed,1,1,40,1
cube,22,prefix_a,Simulator-Learned,1,1,37,7
cube,22,prefix_a,Displacement-Observed,1,1,37,5
cube,22,prefix_b,Direct,1,1,27,0
cube,22,prefix_b,Predictor-Final,1,1,36,2
cube,22,prefix_b,Predictor-Observed,1,1,27,0
cube,22,prefix_b,Predictor-Learned,1,1,25,1
cube,22,prefix_b,Simulator-Final,1,1,36,2
cube,22,prefix_b,Simulator-Observed,1,1,38,3
cube,22,prefix_b,Simulator-Learned,1,1,27,0
cube,22,prefix_b,Displacement-Observed,1,1,27,0
cube,23,clean,Direct,1,0,150,0
cube,23,clean,Predictor-Final,1,0,150,3
cube,23,clean,Predictor-Observed,1,0,150,1
cube,23,clean,Predictor-Learned,1,0,150,7
cube,23,clean,Simulator-Final,1,0,150,3
cube,23,clean,Simulator-Observed,1,0,150,3
cube,23,clean,Simulator-Learned,1,0,150,7
cube,23,clean,Displacement-Observed,1,0,150,4
cube,23,prefix_a,Direct,1,0,150,0
cube,23,prefix_a,Predictor-Final,1,0,150,3
cube,23,prefix_a,Predictor-Observed,1,0,150,3
cube,23,prefix_a,Predictor-Learned,1,0,150,5
cube,23,prefix_a,Simulator-Final,1,0,150,3
cube,23,prefix_a,Simulator-Observed,1,0,150,0
cube,23,prefix_a,Simulator-Learned,1,0,150,7
cube,23,prefix_a,Displacement-Observed,1,0,150,2
cube,23,prefix_b,Direct,1,0,150,0
cube,23,prefix_b,Predictor-Final,1,0,150,4
cube,23,prefix_b,Predictor-Observed,1,0,150,3
cube,23,prefix_b,Predictor-Learned,1,0,150,3
cube,23,prefix_b,Simulator-Final,1,0,150,4
cube,23,prefix_b,Simulator-Observed,1,0,150,4
cube,23,prefix_b,Simulator-Learned,1,0,150,4
cube,23,prefix_b,Displacement-Observed,1,0,150,3
cube,24,clean,Direct,1,1,50,0
cube,24,clean,Predictor-Final,1,1,50,7
cube,24,clean,Predictor-Observed,1,1,50,5
cube,24,clean,Predictor-Learned,1,1,50,7
cube,24,clean,Simulator-Final,1,1,52,2
cube,24,clean,Simulator-Observed,1,1,50,5
cube,24,clean,Simulator-Learned,1,1,52,2
cube,24,clean,Displacement-Observed,1,1,51,4
cube,24,prefix_a,Direct,1,0,150,0
cube,24,prefix_a,Predictor-Final,1,0,150,5
cube,24,prefix_a,Predictor-Observed,1,0,150,5
cube,24,prefix_a,Predictor-Learned,1,0,150,1
cube,24,prefix_a,Simulator-Final,1,0,150,7
cube,24,prefix_a,Simulator-Observed,1,0,150,5
cube,24,prefix_a,Simulator-Learned,1,0,150,6
cube,24,prefix_a,Displacement-Observed,1,0,150,0
cube,24,prefix_b,Direct,1,0,150,0
cube,24,prefix_b,Predictor-Final,1,0,150,4
cube,24,prefix_b,Predictor-Observed,1,0,150,5
cube,24,prefix_b,Predictor-Learned,1,0,150,7
cube,24,prefix_b,Simulator-Final,1,0,150,7
cube,24,prefix_b,Simulator-Observed,1,0,150,5
cube,24,prefix_b,Simulator-Learned,1,0,150,3
cube,24,prefix_b,Displacement-Observed,1,0,150,0
cube,25,clean,Direct,1,1,30,0
cube,25,clean,Predictor-Final,1,1,32,6
cube,25,clean,Predictor-Observed,1,1,32,6
cube,25,clean,Predictor-Learned,1,1,31,2
cube,25,clean,Simulator-Final,1,1,32,6
cube,25,clean,Simulator-Observed,1,1,31,2
cube,25,clean,Simulator-Learned,1,1,31,2
cube,25,clean,Displacement-Observed,1,1,32,6
cube,25,prefix_a,Direct,1,1,27,0
cube,25,prefix_a,Predictor-Final,1,1,26,2
cube,25,prefix_a,Predictor-Observed,1,1,27,0
cube,25,prefix_a,Predictor-Learned,1,1,29,5
cube,25,prefix_a,Simulator-Final,1,1,26,2
cube,25,prefix_a,Simulator-Observed,1,1,27,0
cube,25,prefix_a,Simulator-Learned,1,1,29,3
cube,25,prefix_a,Displacement-Observed,1,1,27,0
cube,25,prefix_b,Direct,1,1,32,0
cube,25,prefix_b,Predictor-Final,1,1,29,7
cube,25,prefix_b,Predictor-Observed,1,1,32,0
cube,25,prefix_b,Predictor-Learned,1,1,33,5
cube,25,prefix_b,Simulator-Final,1,1,29,7
cube,25,prefix_b,Simulator-Observed,1,1,32,0
cube,25,prefix_b,Simulator-Learned,1,1,33,5
cube,25,prefix_b,Displacement-Observed,1,1,32,0
cube,26,clean,Direct,1,1,26,0
cube,26,clean,Predictor-Final,1,1,25,4
cube,26,clean,Predictor-Observed,1,1,25,2
cube,26,clean,Predictor-Learned,1,1,25,7
cube,26,clean,Simulator-Final,1,1,25,4
cube,26,clean,Simulator-Observed,1,1,25,2
cube,26,clean,Simulator-Learned,1,1,25,7
cube,26,clean,Displacement-Observed,1,1,26,0
cube,26,prefix_a,Direct,1,0,150,0
cube,26,prefix_a,Predictor-Final,1,0,150,2
cube,26,prefix_a,Predictor-Observed,1,0,150,3
cube,26,prefix_a,Predictor-Learned,1,0,150,4
cube,26,prefix_a,Simulator-Final,1,0,150,2
cube,26,prefix_a,Simulator-Observed,1,0,150,3
cube,26,prefix_a,Simulator-Learned,1,0,150,5
cube,26,prefix_a,Displacement-Observed,1,0,150,4
cube,26,prefix_b,Direct,1,0,150,0
cube,26,prefix_b,Predictor-Final,1,0,150,6
cube,26,prefix_b,Predictor-Observed,1,0,150,4
cube,26,prefix_b,Predictor-Learned,1,0,150,4
cube,26,prefix_b,Simulator-Final,1,0,150,4
cube,26,prefix_b,Simulator-Observed,1,0,150,4
cube,26,prefix_b,Simulator-Learned,1,0,150,7
cube,26,prefix_b,Displacement-Observed,1,0,150,4
cube,27,clean,Direct,1,1,47,0
cube,27,clean,Predictor-Final,1,0,150,7
cube,27,clean,Predictor-Observed,1,0,150,7
cube,27,clean,Predictor-Learned,1,0,150,7
cube,27,clean,Simulator-Final,1,0,150,3
cube,27,clean,Simulator-Observed,1,0,150,7
cube,27,clean,Simulator-Learned,1,1,47,1
cube,27,clean,Displacement-Observed,1,1,47,0
cube,27,prefix_a,Direct,1,0,150,0
cube,27,prefix_a,Predictor-Final,1,0,150,2
cube,27,prefix_a,Predictor-Observed,1,0,150,5
cube,27,prefix_a,Predictor-Learned,1,0,150,5
cube,27,prefix_a,Simulator-Final,1,0,150,2
cube,27,prefix_a,Simulator-Observed,1,0,150,6
cube,27,prefix_a,Simulator-Learned,1,0,150,5
cube,27,prefix_a,Displacement-Observed,1,0,150,0
cube,27,prefix_b,Direct,1,1,47,0
cube,27,prefix_b,Predictor-Final,1,0,150,5
cube,27,prefix_b,Predictor-Observed,1,0,150,5
cube,27,prefix_b,Predictor-Learned,1,0,150,2
cube,27,prefix_b,Simulator-Final,1,0,150,2
cube,27,prefix_b,Simulator-Observed,1,0,150,2
cube,27,prefix_b,Simulator-Learned,1,1,47,1
cube,27,prefix_b,Displacement-Observed,1,0,150,7
cube,28,clean,Direct,1,1,22,0
cube,28,clean,Predictor-Final,1,1,23,6
cube,28,clean,Predictor-Observed,1,1,22,0
cube,28,clean,Predictor-Learned,1,1,18,4
cube,28,clean,Simulator-Final,1,1,18,4
cube,28,clean,Simulator-Observed,1,1,22,0
cube,28,clean,Simulator-Learned,1,1,20,3
cube,28,clean,Displacement-Observed,1,1,22,0
cube,28,prefix_a,Direct,1,0,150,0
cube,28,prefix_a,Predictor-Final,1,0,150,3
cube,28,prefix_a,Predictor-Observed,1,0,150,5
cube,28,prefix_a,Predictor-Learned,1,0,150,0
cube,28,prefix_a,Simulator-Final,1,0,150,3
cube,28,prefix_a,Simulator-Observed,1,0,150,5
cube,28,prefix_a,Simulator-Learned,1,0,150,3
cube,28,prefix_a,Displacement-Observed,1,0,150,0
cube,28,prefix_b,Direct,1,0,150,0
cube,28,prefix_b,Predictor-Final,1,0,150,3
cube,28,prefix_b,Predictor-Observed,1,0,150,1
cube,28,prefix_b,Predictor-Learned,1,0,150,3
cube,28,prefix_b,Simulator-Final,1,0,150,4
cube,28,prefix_b,Simulator-Observed,1,0,150,6
cube,28,prefix_b,Simulator-Learned,1,0,150,3
cube,28,prefix_b,Displacement-Observed,1,0,150,0
cube,29,clean,Direct,1,1,61,0
cube,29,clean,Predictor-Final,1,0,150,6
cube,29,clean,Predictor-Observed,1,0,150,5
cube,29,clean,Predictor-Learned,1,1,61,0
cube,29,clean,Simulator-Final,1,0,150,2
cube,29,clean,Simulator-Observed,1,0,150,3
cube,29,clean,Simulator-Learned,1,1,61,0
cube,29,clean,Displacement-Observed,1,0,150,2
cube,29,prefix_a,Direct,1,1,58,0
cube,29,prefix_a,Predictor-Final,1,1,61,2
cube,29,prefix_a,Predictor-Observed,1,1,50,3
cube,29,prefix_a,Predictor-Learned,1,1,58,1
cube,29,prefix_a,Simulator-Final,1,1,61,2
cube,29,prefix_a,Simulator-Observed,1,1,61,2
cube,29,prefix_a,Simulator-Learned,1,1,61,2
cube,29,prefix_a,Displacement-Observed,1,1,61,2
cube,29,prefix_b,Direct,1,0,150,0
cube,29,prefix_b,Predictor-Final,1,0,150,5
cube,29,prefix_b,Predictor-Observed,1,0,150,4
cube,29,prefix_b,Predictor-Learned,1,0,150,1
cube,29,prefix_b,Simulator-Final,1,0,150,1
cube,29,prefix_b,Simulator-Observed,1,0,150,3
cube,29,prefix_b,Simulator-Learned,1,0,150,1
cube,29,prefix_b,Displacement-Observed,1,0,150,1
cube,30,clean,Direct,1,0,150,0
cube,30,clean,Predictor-Final,1,0,150,5
cube,30,clean,Predictor-Observed,1,1,59,1
cube,30,clean,Predictor-Learned,1,0,150,4
cube,30,clean,Simulator-Final,1,0,150,5
cube,30,clean,Simulator-Observed,1,1,59,1
cube,30,clean,Simulator-Learned,1,0,150,4
cube,30,clean,Displacement-Observed,1,0,150,0
cube,30,prefix_a,Direct,1,0,150,0
cube,30,prefix_a,Predictor-Final,1,0,150,7
cube,30,prefix_a,Predictor-Observed,1,0,150,5
cube,30,prefix_a,Predictor-Learned,1,0,150,3
cube,30,prefix_a,Simulator-Final,1,0,150,7
cube,30,prefix_a,Simulator-Observed,1,0,150,5
cube,30,prefix_a,Simulator-Learned,1,0,150,3
cube,30,prefix_a,Displacement-Observed,1,0,150,0
cube,30,prefix_b,Direct,1,0,150,0
cube,30,prefix_b,Predictor-Final,1,0,150,4
cube,30,prefix_b,Predictor-Observed,1,0,150,6
cube,30,prefix_b,Predictor-Learned,1,0,150,2
cube,30,prefix_b,Simulator-Final,1,0,150,4
cube,30,prefix_b,Simulator-Observed,1,0,150,7
cube,30,prefix_b,Simulator-Learned,1,0,150,2
cube,30,prefix_b,Displacement-Observed,1,0,150,6
cube,31,clean,Direct,1,1,25,0
cube,31,clean,Predictor-Final,1,1,35,6
cube,31,clean,Predictor-Observed,1,1,25,0
cube,31,clean,Predictor-Learned,1,1,35,1
cube,31,clean,Simulator-Final,1,1,35,6
cube,31,clean,Simulator-Observed,1,1,25,0
cube,31,clean,Simulator-Learned,1,1,35,1
cube,31,clean,Displacement-Observed,1,1,25,0
cube,31,prefix_a,Direct,1,1,26,0
cube,31,prefix_a,Predictor-Final,1,1,24,5
cube,31,prefix_a,Predictor-Observed,1,1,26,0
cube,31,prefix_a,Predictor-Learned,1,1,24,5
cube,31,prefix_a,Simulator-Final,1,1,31,6
cube,31,prefix_a,Simulator-Observed,1,1,24,5
cube,31,prefix_a,Simulator-Learned,1,1,24,5
cube,31,prefix_a,Displacement-Observed,1,1,26,0
cube,31,prefix_b,Direct,1,1,36,0
cube,31,prefix_b,Predictor-Final,1,0,150,6
cube,31,prefix_b,Predictor-Observed,1,1,36,0
cube,31,prefix_b,Predictor-Learned,1,0,150,1
cube,31,prefix_b,Simulator-Final,1,0,150,6
cube,31,prefix_b,Simulator-Observed,1,1,36,0
cube,31,prefix_b,Simulator-Learned,1,0,150,7
cube,31,prefix_b,Displacement-Observed,1,1,36,0
cube,32,clean,Direct,1,1,22,0
cube,32,clean,Predictor-Final,1,1,26,3
cube,32,clean,Predictor-Observed,1,1,22,7
cube,32,clean,Predictor-Learned,1,1,31,2
cube,32,clean,Simulator-Final,1,1,26,3
cube,32,clean,Simulator-Observed,1,1,22,7
cube,32,clean,Simulator-Learned,1,1,31,2
cube,32,clean,Displacement-Observed,1,1,22,0
cube,32,prefix_a,Direct,1,1,24,0
cube,32,prefix_a,Predictor-Final,1,1,27,5
cube,32,prefix_a,Predictor-Observed,1,1,24,7
cube,32,prefix_a,Predictor-Learned,1,1,26,3
cube,32,prefix_a,Simulator-Final,1,1,27,5
cube,32,prefix_a,Simulator-Observed,1,1,24,7
cube,32,prefix_a,Simulator-Learned,1,1,26,3
cube,32,prefix_a,Displacement-Observed,1,1,24,0
cube,32,prefix_b,Direct,1,1,32,0
cube,32,prefix_b,Predictor-Final,1,1,38,4
cube,32,prefix_b,Predictor-Observed,1,1,32,6
cube,32,prefix_b,Predictor-Learned,1,1,29,3
cube,32,prefix_b,Simulator-Final,1,1,38,4
cube,32,prefix_b,Simulator-Observed,1,1,32,6
cube,32,prefix_b,Simulator-Learned,1,1,28,2
cube,32,prefix_b,Displacement-Observed,1,1,32,0
cube,33,clean,Direct,1,1,15,0
cube,33,clean,Predictor-Final,1,1,15,0
cube,33,clean,Predictor-Observed,1,1,15,0
cube,33,clean,Predictor-Learned,1,1,15,0
cube,33,clean,Simulator-Final,1,1,15,0
cube,33,clean,Simulator-Observed,1,1,16,2
cube,33,clean,Simulator-Learned,1,1,15,0
cube,33,clean,Displacement-Observed,1,1,15,0
cube,33,prefix_a,Direct,1,1,18,0
cube,33,prefix_a,Predictor-Final,1,1,17,2
cube,33,prefix_a,Predictor-Observed,1,1,17,2
cube,33,prefix_a,Predictor-Learned,1,1,17,2
cube,33,prefix_a,Simulator-Final,1,1,17,2
cube,33,prefix_a,Simulator-Observed,1,1,17,2
cube,33,prefix_a,Simulator-Learned,1,1,17,2
cube,33,prefix_a,Displacement-Observed,1,1,17,2
cube,33,prefix_b,Direct,1,1,50,0
cube,33,prefix_b,Predictor-Final,1,1,50,0
cube,33,prefix_b,Predictor-Observed,1,1,50,0
cube,33,prefix_b,Predictor-Learned,1,1,53,7
cube,33,prefix_b,Simulator-Final,1,1,50,0
cube,33,prefix_b,Simulator-Observed,1,1,50,0
cube,33,prefix_b,Simulator-Learned,1,1,53,7
cube,33,prefix_b,Displacement-Observed,1,1,50,0
cube,34,clean,Direct,1,1,23,0
cube,34,clean,Predictor-Final,1,1,16,7
cube,34,clean,Predictor-Observed,1,1,23,0
cube,34,clean,Predictor-Learned,1,1,18,5
cube,34,clean,Simulator-Final,1,1,14,4
cube,34,clean,Simulator-Observed,1,1,23,0
cube,34,clean,Simulator-Learned,1,1,16,7
cube,34,clean,Displacement-Observed,1,1,23,0
cube,34,prefix_a,Direct,1,1,23,0
cube,34,prefix_a,Predictor-Final,1,1,17,5
cube,34,prefix_a,Predictor-Observed,1,1,23,0
cube,34,prefix_a,Predictor-Learned,1,1,17,5
cube,34,prefix_a,Simulator-Final,1,1,16,3
cube,34,prefix_a,Simulator-Observed,1,1,24,1
cube,34,prefix_a,Simulator-Learned,1,1,17,5
cube,34,prefix_a,Displacement-Observed,1,1,23,0
cube,34,prefix_b,Direct,1,1,17,0
cube,34,prefix_b,Predictor-Final,1,1,17,0
cube,34,prefix_b,Predictor-Observed,1,1,17,0
cube,34,prefix_b,Predictor-Learned,1,1,17,0
cube,34,prefix_b,Simulator-Final,1,1,17,0
cube,34,prefix_b,Simulator-Observed,1,1,17,0
cube,34,prefix_b,Simulator-Learned,1,1,17,0
cube,34,prefix_b,Displacement-Observed,1,1,17,0
cube,35,clean,Direct,1,1,40,0
cube,35,clean,Predictor-Final,1,1,37,1
cube,35,clean,Predictor-Observed,1,1,32,4
cube,35,clean,Predictor-Learned,1,1,32,7
cube,35,clean,Simulator-Final,1,1,40,5
cube,35,clean,Simulator-Observed,1,1,37,1
cube,35,clean,Simulator-Learned,1,1,32,7
cube,35,clean,Displacement-Observed,1,1,39,2
cube,35,prefix_a,Direct,1,1,24,0
cube,35,prefix_a,Predictor-Final,1,1,17,7
cube,35,prefix_a,Predictor-Observed,1,1,24,0
cube,35,prefix_a,Predictor-Learned,1,1,17,3
cube,35,prefix_a,Simulator-Final,1,1,17,7
cube,35,prefix_a,Simulator-Observed,1,1,24,0
cube,35,prefix_a,Simulator-Learned,1,1,17,3
cube,35,prefix_a,Displacement-Observed,1,1,24,0
cube,35,prefix_b,Direct,1,1,37,0
cube,35,prefix_b,Predictor-Final,1,1,32,7
cube,35,prefix_b,Predictor-Observed,1,1,36,1
cube,35,prefix_b,Predictor-Learned,1,1,37,2
cube,35,prefix_b,Simulator-Final,1,1,38,3
cube,35,prefix_b,Simulator-Observed,1,1,36,1
cube,35,prefix_b,Simulator-Learned,1,1,37,2
cube,35,prefix_b,Displacement-Observed,1,1,38,3
cube,36,clean,Direct,1,1,18,0
cube,36,clean,Predictor-Final,1,1,18,0
cube,36,clean,Predictor-Observed,1,1,19,7
cube,36,clean,Predictor-Learned,1,1,19,7
cube,36,clean,Simulator-Final,1,1,18,0
cube,36,clean,Simulator-Observed,1,1,19,7
cube,36,clean,Simulator-Learned,1,1,19,7
cube,36,clean,Displacement-Observed,1,1,18,0
cube,36,prefix_a,Direct,1,1,20,0
cube,36,prefix_a,Predictor-Final,1,1,21,7
cube,36,prefix_a,Predictor-Observed,1,1,20,0
cube,36,prefix_a,Predictor-Learned,1,1,20,3
cube,36,prefix_a,Simulator-Final,1,1,21,6
cube,36,prefix_a,Simulator-Observed,1,1,20,0
cube,36,prefix_a,Simulator-Learned,1,1,22,1
cube,36,prefix_a,Displacement-Observed,1,1,20,0
cube,36,prefix_b,Direct,1,0,150,0
cube,36,prefix_b,Predictor-Final,1,0,150,7
cube,36,prefix_b,Predictor-Observed,1,0,150,7
cube,36,prefix_b,Predictor-Learned,1,0,150,5
cube,36,prefix_b,Simulator-Final,1,0,150,7
cube,36,prefix_b,Simulator-Observed,1,0,150,1
cube,36,prefix_b,Simulator-Learned,1,0,150,5
cube,36,prefix_b,Displacement-Observed,1,0,150,2
cube,37,clean,Direct,1,1,29,0
cube,37,clean,Predictor-Final,1,1,23,5
cube,37,clean,Predictor-Observed,1,1,29,1
cube,37,clean,Predictor-Learned,1,1,29,6
cube,37,clean,Simulator-Final,1,1,23,5
cube,37,clean,Simulator-Observed,1,1,29,2
cube,37,clean,Simulator-Learned,1,1,29,6
cube,37,clean,Displacement-Observed,1,1,29,6
cube,37,prefix_a,Direct,1,0,150,0
cube,37,prefix_a,Predictor-Final,1,0,150,4
cube,37,prefix_a,Predictor-Observed,1,0,150,0
cube,37,prefix_a,Predictor-Learned,1,0,150,7
cube,37,prefix_a,Simulator-Final,1,0,150,7
cube,37,prefix_a,Simulator-Observed,1,0,150,7
cube,37,prefix_a,Simulator-Learned,1,0,150,3
cube,37,prefix_a,Displacement-Observed,1,0,150,3
cube,37,prefix_b,Direct,1,1,26,0
cube,37,prefix_b,Predictor-Final,1,1,27,4
cube,37,prefix_b,Predictor-Observed,1,1,28,3
cube,37,prefix_b,Predictor-Learned,1,1,28,3
cube,37,prefix_b,Simulator-Final,1,1,27,4
cube,37,prefix_b,Simulator-Observed,1,1,28,3
cube,37,prefix_b,Simulator-Learned,1,1,28,3
cube,37,prefix_b,Displacement-Observed,1,1,28,3
cube,38,clean,Direct,1,1,40,0
cube,38,clean,Predictor-Final,1,1,25,6
cube,38,clean,Predictor-Observed,1,1,40,2
cube,38,clean,Predictor-Learned,1,1,40,0
cube,38,clean,Simulator-Final,1,1,25,6
cube,38,clean,Simulator-Observed,1,1,40,0
cube,38,clean,Simulator-Learned,1,1,40,2
cube,38,clean,Displacement-Observed,1,1,40,0
cube,38,prefix_a,Direct,1,1,26,0
cube,38,prefix_a,Predictor-Final,1,1,31,4
cube,38,prefix_a,Predictor-Observed,1,1,26,0
cube,38,prefix_a,Predictor-Learned,1,1,26,0
cube,38,prefix_a,Simulator-Final,1,1,31,4
cube,38,prefix_a,Simulator-Observed,1,1,26,0
cube,38,prefix_a,Simulator-Learned,1,1,26,0
cube,38,prefix_a,Displacement-Observed,1,1,26,0
cube,38,prefix_b,Direct,1,1,33,0
cube,38,prefix_b,Predictor-Final,1,1,24,7
cube,38,prefix_b,Predictor-Observed,1,1,30,6
cube,38,prefix_b,Predictor-Learned,1,1,32,4
cube,38,prefix_b,Simulator-Final,1,1,30,6
cube,38,prefix_b,Simulator-Observed,1,1,30,6
cube,38,prefix_b,Simulator-Learned,1,1,34,1
cube,38,prefix_b,Displacement-Observed,1,1,32,4
cube,39,clean,Direct,1,0,150,0
cube,39,clean,Predictor-Final,1,0,150,6
cube,39,clean,Predictor-Observed,1,0,150,2
cube,39,clean,Predictor-Learned,1,1,55,3
cube,39,clean,Simulator-Final,1,0,150,6
cube,39,clean,Simulator-Observed,1,0,150,2
cube,39,clean,Simulator-Learned,1,0,150,4
cube,39,clean,Displacement-Observed,1,0,150,2
cube,39,prefix_a,Direct,1,0,150,0
cube,39,prefix_a,Predictor-Final,1,0,150,7
cube,39,prefix_a,Predictor-Observed,1,0,150,7
cube,39,prefix_a,Predictor-Learned,1,0,150,5
cube,39,prefix_a,Simulator-Final,1,0,150,7
cube,39,prefix_a,Simulator-Observed,1,0,150,7
cube,39,prefix_a,Simulator-Learned,1,0,150,5
cube,39,prefix_a,Displacement-Observed,1,0,150,2
cube,39,prefix_b,Direct,1,0,150,0
cube,39,prefix_b,Predictor-Final,1,0,150,6
cube,39,prefix_b,Predictor-Observed,1,0,150,2
cube,39,prefix_b,Predictor-Learned,1,1,58,3
cube,39,prefix_b,Simulator-Final,1,0,150,6
cube,39,prefix_b,Simulator-Observed,1,0,150,1
cube,39,prefix_b,Simulator-Learned,1,0,150,2
cube,39,prefix_b,Displacement-Observed,1,0,150,2
cube,40,clean,Direct,1,1,39,0
cube,40,clean,Predictor-Final,1,1,33,5
cube,40,clean,Predictor-Observed,1,1,35,1
cube,40,clean,Predictor-Learned,1,1,43,6
cube,40,clean,Simulator-Final,1,1,30,2
cube,40,clean,Simulator-Observed,1,1,35,1
cube,40,clean,Simulator-Learned,1,1,35,3
cube,40,clean,Displacement-Observed,1,1,39,0
cube,40,prefix_a,Direct,1,1,39,0
cube,40,prefix_a,Predictor-Final,1,1,35,5
cube,40,prefix_a,Predictor-Observed,1,1,39,0
cube,40,prefix_a,Predictor-Learned,1,1,33,2
cube,40,prefix_a,Simulator-Final,1,1,35,5
cube,40,prefix_a,Simulator-Observed,1,0,150,3
cube,40,prefix_a,Simulator-Learned,1,1,35,5
cube,40,prefix_a,Displacement-Observed,1,1,39,0
cube,40,prefix_b,Direct,1,0,150,0
cube,40,prefix_b,Predictor-Final,1,0,150,5
cube,40,prefix_b,Predictor-Observed,1,0,150,7
cube,40,prefix_b,Predictor-Learned,1,0,150,0
cube,40,prefix_b,Simulator-Final,1,0,150,2
cube,40,prefix_b,Simulator-Observed,1,0,150,7
cube,40,prefix_b,Simulator-Learned,1,0,150,4
cube,40,prefix_b,Displacement-Observed,1,0,150,2
cube,41,clean,Direct,1,1,42,0
cube,41,clean,Predictor-Final,1,0,150,5
cube,41,clean,Predictor-Observed,1,0,150,5
cube,41,clean,Predictor-Learned,1,1,42,2
cube,41,clean,Simulator-Final,1,0,150,5
cube,41,clean,Simulator-Observed,1,1,42,7
cube,41,clean,Simulator-Learned,1,1,41,6
cube,41,clean,Displacement-Observed,1,1,44,4
cube,41,prefix_a,Direct,1,0,150,0
cube,41,prefix_a,Predictor-Final,1,0,150,7
cube,41,prefix_a,Predictor-Observed,1,0,150,1
cube,41,prefix_a,Predictor-Learned,1,0,150,7
cube,41,prefix_a,Simulator-Final,1,0,150,7
cube,41,prefix_a,Simulator-Observed,1,0,150,6
cube,41,prefix_a,Simulator-Learned,1,0,150,4
cube,41,prefix_a,Displacement-Observed,1,0,150,1
cube,41,prefix_b,Direct,1,1,27,0
cube,41,prefix_b,Predictor-Final,1,1,27,0
cube,41,prefix_b,Predictor-Observed,1,0,150,7
cube,41,prefix_b,Predictor-Learned,1,1,23,1
cube,41,prefix_b,Simulator-Final,1,0,150,7
cube,41,prefix_b,Simulator-Observed,1,1,26,4
cube,41,prefix_b,Simulator-Learned,1,1,23,6
cube,41,prefix_b,Displacement-Observed,1,1,27,0
cube,42,clean,Direct,1,1,13,0
cube,42,clean,Predictor-Final,1,1,15,6
cube,42,clean,Predictor-Observed,1,1,13,1
cube,42,clean,Predictor-Learned,1,1,16,2
cube,42,clean,Simulator-Final,1,1,15,6
cube,42,clean,Simulator-Observed,1,1,16,2
cube,42,clean,Simulator-Learned,1,1,16,2
cube,42,clean,Displacement-Observed,1,1,16,5
cube,42,prefix_a,Direct,1,0,150,0
cube,42,prefix_a,Predictor-Final,1,0,150,7
cube,42,prefix_a,Predictor-Observed,1,0,150,0
cube,42,prefix_a,Predictor-Learned,1,0,150,5
cube,42,prefix_a,Simulator-Final,1,0,150,7
cube,42,prefix_a,Simulator-Observed,1,0,150,0
cube,42,prefix_a,Simulator-Learned,1,0,150,0
cube,42,prefix_a,Displacement-Observed,1,0,150,0
cube,42,prefix_b,Direct,1,0,150,0
cube,42,prefix_b,Predictor-Final,1,0,150,6
cube,42,prefix_b,Predictor-Observed,1,0,150,3
cube,42,prefix_b,Predictor-Learned,1,0,150,0
cube,42,prefix_b,Simulator-Final,1,0,150,6
cube,42,prefix_b,Simulator-Observed,1,0,150,6
cube,42,prefix_b,Simulator-Learned,1,0,150,6
cube,42,prefix_b,Displacement-Observed,1,0,150,5
cube,43,clean,Direct,0,1,0,
cube,43,clean,Predictor-Final,0,1,0,
cube,43,clean,Predictor-Observed,0,1,0,
cube,43,clean,Predictor-Learned,0,1,0,
cube,43,clean,Simulator-Final,0,1,0,
cube,43,clean,Simulator-Observed,0,1,0,
cube,43,clean,Simulator-Learned,0,1,0,
cube,43,clean,Displacement-Observed,0,1,0,
cube,43,prefix_a,Direct,0,1,0,
cube,43,prefix_a,Predictor-Final,0,1,0,
cube,43,prefix_a,Predictor-Observed,0,1,0,
cube,43,prefix_a,Predictor-Learned,0,1,0,
cube,43,prefix_a,Simulator-Final,0,1,0,
